0.334059,0.327187,0.338754
0.313838,0.303068,0.383094
0.295481,0.293437,0.411081
0.294527,0.401931,0.303542
0.273455,0.347353,0.379192
0.309405,0.377231,0.313364
0.331537,0.409101,0.259362
0.31551,0.345506,0.338984
0.323951,0.320084,0.355965
0.336714,0.31301,0.350275
0.383369,0.343032,0.273599
0.383733,0.319754,0.296514
0.371539,0.314834,0.313627
0.358828,0.421039,0.220133
0.31195,0.365302,0.322748
0.300852,0.330779,0.368369
0.341361,0.36002,0.298619
0.361032,0.402756,0.236212
0.335531,0.351917,0.312552
0.364844,0.386166,0.24899
0.340498,0.345943,0.313559
0.339039,0.324456,0.336504
0.34465,0.317525,0.337824
0.358514,0.284994,0.356492
0.395619,0.373799,0.230582
0.368475,0.363199,0.268326
0.382611,0.403204,0.214185
0.362334,0.449006,0.18866
0.320289,0.478071,0.20164
0.270176,0.329937,0.399887
0.24422,0.390118,0.365662
0.235159,0.28948,0.475361
0.254602,0.365583,0.379815
0.276062,0.406492,0.317446
0.284855,0.309586,0.405559
0.288386,0.277108,0.434506
0.28779,0.309608,0.402602
0.302188,0.275527,0.422285
0.317484,0.280319,0.402197
0.31804,0.330315,0.351645
0.318279,0.325947,0.355774
0.32703,0.318759,0.354211
0.338762,0.315692,0.345546
0.355443,0.280173,0.364384
0.37219,0.297946,0.329865
0.387066,0.399487,0.213448
0.361414,0.350649,0.287937
0.313862,0.319712,0.366427
0.285251,0.427108,0.287641
0.264261,0.326297,0.409442
0.253306,0.402961,0.343733
0.240269,0.32631,0.433421
0.26876,0.303753,0.427487
0.29934,0.296146,0.404513
0.325789,0.300392,0.373819
0.37804,0.325545,0.296415
0.382392,0.345828,0.271779
0.388011,0.309459,0.30253
0.383608,0.314552,0.301841
0.353569,0.351758,0.294673
0.336654,0.341148,0.322198
0.333645,0.327154,0.339202
0.34748,0.284647,0.367873
0.380479,0.373605,0.245916
0.375008,0.43274,0.192253
0.33895,0.476008,0.185043
0.287695,0.491592,0.220713
0.240481,0.47242,0.287099
0.207002,0.288721,0.504276
0.200502,0.255911,0.543587
0.259437,0.315252,0.425312
0.312535,0.359773,0.327692
0.32801,0.336399,0.335591
0.347215,0.294197,0.358589
0.359965,0.297533,0.342502
0.35538,0.304715,0.339906
0.33142,0.344812,0.323768
