0.457639,0.26298,0.279381
0.283259,0.261089,0.455653
0.277634,0.402882,0.319484
0.241164,0.290867,0.467969
0.256494,0.261519,0.481987
0.283712,0.400508,0.315781
0.245429,0.287755,0.466816
0.483018,0.252418,0.264563
0.524361,0.233443,0.242196
0.509342,0.239225,0.251433
0.486074,0.249082,0.264843
0.465868,0.257599,0.276534
0.253542,0.435101,0.311358
0.397726,0.321649,0.280625
0.440664,0.282145,0.277191
0.447746,0.270489,0.281765
0.266537,0.279523,0.453941
0.247336,0.262166,0.490497
0.257296,0.404158,0.338546
0.41353,0.309858,0.276612
0.462662,0.271823,0.265515
0.464595,0.263549,0.271857
0.451385,0.266183,0.282432
0.439613,0.269858,0.290529
0.264492,0.280594,0.454914
0.412888,0.269682,0.31743
0.266071,0.27155,0.46238
0.250992,0.261433,0.487575
0.255659,0.256899,0.487443
0.266222,0.402052,0.331726
0.234057,0.298908,0.467035
0.257935,0.42203,0.320034
0.231518,0.298822,0.46966
0.250104,0.265472,0.484424
0.27951,0.402719,0.317771
0.243767,0.28868,0.467554
0.260949,0.260173,0.478877
0.273967,0.249193,0.476841
0.280382,0.246264,0.473354
0.294396,0.394482,0.311122
0.268109,0.452179,0.279712
0.239029,0.306077,0.454894
0.277082,0.420663,0.302255
0.274463,0.45075,0.274786
0.276729,0.460365,0.262906
0.247324,0.303617,0.449059
0.513887,0.246902,0.239211
0.304389,0.253416,0.442194
0.535013,0.221273,0.243714
0.301052,0.251348,0.4476
0.290823,0.400004,0.309173
0.248741,0.288953,0.462306
0.262218,0.260441,0.477341
0.28778,0.400029,0.312191
0.471831,0.284849,0.24332
0.519378,0.246604,0.234018
0.282943,0.43151,0.285547
0.258788,0.460919,0.280294
0.233291,0.309198,0.457511
0.250115,0.267329,0.482556
0.268097,0.250235,0.481668
0.295284,0.393844,0.310872
0.251912,0.283686,0.464402
0.285153,0.410681,0.304166
0.274121,0.449344,0.276535
0.244016,0.300712,0.455273
0.500466,0.250751,0.248784
0.5551,0.22234,0.222561
0.296887,0.259361,0.443752
0.285297,0.403382,0.311321
0.465874,0.286683,0.247442
0.282786,0.273088,0.444125
0.483463,0.245031,0.271506
0.505886,0.238426,0.255689
0.488788,0.246968,0.264244
0.467866,0.256486,0.275648
0.254539,0.434574,0.310886
0.223568,0.309735,0.466697
0.24237,0.425993,0.331636
0.22409,0.298493,0.477417
0.258948,0.41887,0.322182
0.444038,0.29963,0.256332
0.504582,0.254211,0.241207
0.50439,0.246163,0.249447
0.486825,0.250513,0.262663
0.262,0.434165,0.303835
0.238677,0.465837,0.295486
0.220894,0.314017,0.465089
0.442985,0.273598,0.283417
0.501567,0.24515,0.253283
0.497942,0.244408,0.257649
0.26647,0.432179,0.301351
0.425754,0.309019,0.265227
0.266873,0.283331,0.449796
0.261947,0.411905,0.326148
0.436358,0.300267,0.263375
0.486376,0.261062,0.252562
0.280237,0.272279,0.447484
0.259517,0.257199,0.483284
0.272057,0.400526,0.327417
0.237919,0.292682,0.469399
0.266464,0.4171,0.316436
0.450118,0.29815,0.251732
0.506903,0.253843,0.239255
0.286273,0.269614,0.444113
0.265186,0.255477,0.479338
0.472981,0.243518,0.2835
0.285934,0.258909,0.455157
0.268363,0.254752,0.476885
0.274981,0.400524,0.324495
0.251268,0.457716,0.291017
0.2466,0.474449,0.278952
0.227011,0.315821,0.457168
0.463283,0.269667,0.26705
0.525375,0.237118,0.237507
0.519363,0.236425,0.244212
0.273509,0.431743,0.294748
0.249646,0.462671,0.287682
0.429966,0.320478,0.249556
0.277999,0.442467,0.279534
